Id,Asset class,Emission factor type,Country,Data level 1 information,Data level 2 information,EPC Rating,Emission factor functional unit (name),Emission factor functional unit (unit),Emission factor (name),Emission factor (unit),PCAF data quality score,Emission factor
4279,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Shopping Center,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0530832
4280,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Shopping Center,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0700247
4281,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Shopping Center,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.085426
4282,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Shopping Center,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0962069
4283,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Shopping Center,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.106988
4284,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Strip Mall,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0377622
4285,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Strip Mall,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.048543
4286,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Strip Mall,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0609144
4287,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Strip Mall,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0803552
4288,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Strip Mall,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0980286
4289,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Strip Mall,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.1104
4290,Commercial real estate,Emissions,Malta,Non-Residential buildings,Retail - Strip Mall,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.122771
4291,Commercial real estate,Emissions,Malta,Non-Residential buildings,Hotel,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0372858
4292,Commercial real estate,Emissions,Malta,Non-Residential buildings,Hotel,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0479305
4293,Commercial real estate,Emissions,Malta,Non-Residential buildings,Hotel,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0601459
4294,Commercial real estate,Emissions,Malta,Non-Residential buildings,Hotel,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0793413
4295,Commercial real estate,Emissions,Malta,Non-Residential buildings,Hotel,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0967918
4296,Commercial real estate,Emissions,Malta,Non-Residential buildings,Hotel,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.109007
4297,Commercial real estate,Emissions,Malta,Non-Residential buildings,Hotel,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.121222
4298,Commercial real estate,Emissions,Malta,Non-Residential buildings,Industrial distribution warehouse,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0167504
4299,Commercial real estate,Emissions,Malta,Non-Residential buildings,Industrial distribution warehouse,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0215325
4300,Commercial real estate,Emissions,Malta,Non-Residential buildings,Industrial distribution warehouse,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0270202
4301,Commercial real estate,Emissions,Malta,Non-Residential buildings,Industrial distribution warehouse,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0356436
4302,Commercial real estate,Emissions,Malta,Non-Residential buildings,Industrial distribution warehouse,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0434831
4303,Commercial real estate,Emissions,Malta,Non-Residential buildings,Industrial distribution warehouse,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0489708
4304,Commercial real estate,Emissions,Malta,Non-Residential buildings,Industrial distribution warehouse,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0544584
4305,Commercial real estate,Emissions,Malta,Non-Residential buildings,Healthcare,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0314776
4306,Commercial real estate,Emissions,Malta,Non-Residential buildings,Healthcare,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0404642
4307,Commercial real estate,Emissions,Malta,Non-Residential buildings,Healthcare,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0507766
4308,Commercial real estate,Emissions,Malta,Non-Residential buildings,Healthcare,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0669819
4309,Commercial real estate,Emissions,Malta,Non-Residential buildings,Healthcare,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.081714
4310,Commercial real estate,Emissions,Malta,Non-Residential buildings,Healthcare,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0920265
4311,Commercial real estate,Emissions,Malta,Non-Residential buildings,Healthcare,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.102339
4312,Commercial real estate,Emissions,Malta,Non-Residential buildings,Leisure and sports facilities,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0496503
4313,Commercial real estate,Emissions,Malta,Non-Residential buildings,Leisure and sports facilities,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0677861
4314,Commercial real estate,Emissions,Malta,Non-Residential buildings,Leisure and sports facilities,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0885976
4315,Commercial real estate,Emissions,Malta,Non-Residential buildings,Leisure and sports facilities,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.121301
4316,Commercial real estate,Emissions,Malta,Non-Residential buildings,Leisure and sports facilities,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.151032
4317,Commercial real estate,Emissions,Malta,Non-Residential buildings,Leisure and sports facilities,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.171844
4318,Commercial real estate,Emissions,Malta,Non-Residential buildings,Leisure and sports facilities,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.192655
4326,Commercial real estate,Emissions,Malta,Non-Residential buildings,Non-Residential Total,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0324225
4327,Commercial real estate,Emissions,Malta,Non-Residential buildings,Non-Residential Total,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0400281
4328,Commercial real estate,Emissions,Malta,Non-Residential buildings,Non-Residential Total,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0487558
4329,Commercial real estate,Emissions,Malta,Non-Residential buildings,Non-Residential Total,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0624708
4330,Commercial real estate,Emissions,Malta,Non-Residential buildings,Non-Residential Total,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.074939
4331,Commercial real estate,Emissions,Malta,Non-Residential buildings,Non-Residential Total,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0836667
4332,Commercial real estate,Emissions,Malta,Non-Residential buildings,Non-Residential Total,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0923944
4355,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,A++++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0300086
4356,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,A+++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0399364
4357,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,A++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0548282
4358,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,A+,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0657488
4359,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0826262
4360,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0995035
4361,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.117374
4362,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.137229
4363,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.154107
4364,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.171977
4365,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Office,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.189847
4366,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,A++++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0340879
4367,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,A+++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0453654
4368,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,A++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0622816
4369,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,A+,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0746867
4370,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0938584
4371,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.11303
4372,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.133329
4373,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.155884
4374,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.175056
4375,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.195355
4376,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - High Street,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.215655
4377,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,A++++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0267214
4378,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,A+++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0355618
4379,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,A++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0488223
4380,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,A+,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0585467
4381,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0735753
4382,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0886039
4383,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.104517
4384,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.122197
4385,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.137226
4386,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.153139
4387,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Shopping Center,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.169051
4388,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,A++++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0288435
4389,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,A+++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0383858
4390,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,A++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0526994
4391,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,A+,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.063196
4392,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0794181
4393,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0956402
4394,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.112816
4395,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.131901
4396,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.148123
4397,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.1653
4398,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Retail - Strip Mall,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.182476
4399,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,A++++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0265757
4400,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,A+++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0353678
4401,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,A++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.048556
4402,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,A+,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0582273
4403,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.073174
4404,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,B,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0881206
4405,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,C,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.103946
4406,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,D,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.121531
4407,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,E,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.136477
4408,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,F,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.152303
4409,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Hotel,G,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.168129
4410,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Industrial distribution warehouse,A++++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0101631
4411,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Industrial distribution warehouse,A+++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0135254
4412,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Industrial distribution warehouse,A++,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0185689
4413,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Industrial distribution warehouse,A+,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0222674
4414,Commercial real estate,Emissions,Netherlands,Non-Residential buildings,Industrial distribution warehouse,A,Floor area,m²,EPC Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,3,0.0279834
